"PassengerId","Survived","Pclass","Sex","Age","Fare","has_family_member","pclass_1","pclass_2","person_female","person_child"
439,0,1,"male",64,263,1,1,0,0,0
440,0,2,"male",31,10.5,0,0,1,0,0
441,1,2,"female",45,26.25,1,0,1,1,0
442,0,2,"male",20,9.5,0,0,0,0,0
443,0,2,"male",25,7.775,1,0,0,0,0
444,1,2,"female",28,13,0,0,1,1,0
445,1,2,"male",20,8.1125,0,0,0,0,0
446,1,1,"male",4,81.8583,1,1,0,0,1
447,1,2,"female",13,19.5,1,0,1,0,1
448,1,1,"male",34,26.55,0,1,0,0,0
449,1,2,"female",5,19.2583,1,0,0,0,1
450,1,1,"male",52,30.5,0,1,0,0,0
451,0,2,"male",36,27.75,1,0,1,0,0
452,0,2,"male",19,19.9667,1,0,0,0,0
453,0,1,"male",30,27.75,0,1,0,0,0
454,1,1,"male",49,89.1042,1,1,0,0,0
455,0,2,"male",29,8.05,0,0,0,0,0
456,1,2,"male",29,7.8958,0,0,0,0,0
457,0,1,"male",65,26.55,0,1,0,0,0
458,1,1,"female",20,51.8625,1,1,0,1,0
459,1,2,"female",50,10.5,0,0,1,1,0
460,0,2,"male",23,7.75,0,0,0,0,0
461,1,1,"male",48,26.55,0,1,0,0,0
462,0,2,"male",34,8.05,0,0,0,0,0
463,0,1,"male",47,38.5,0,1,0,0,0
464,0,2,"male",48,13,0,0,1,0,0
465,0,2,"male",27,8.05,0,0,0,0,0
466,0,2,"male",38,7.05,0,0,0,0,0
467,0,2,"male",24,0,0,0,1,0,0
468,0,1,"male",56,26.55,0,1,0,0,0
469,0,2,"male",18,7.725,0,0,0,0,0
470,1,2,"female",0.75,19.2583,1,0,0,0,1
471,0,2,"male",26,7.25,0,0,0,0,0
472,0,2,"male",38,8.6625,0,0,0,0,0
473,1,2,"female",33,27.75,1,0,1,1,0
474,1,2,"female",23,13.7917,0,0,1,1,0
475,0,2,"female",22,9.8375,0,0,0,1,0
476,0,1,"male",25,52,0,1,0,0,0
477,0,2,"male",34,21,1,0,1,0,0
478,0,2,"male",29,7.0458,1,0,0,0,0
479,0,2,"male",22,7.5208,0,0,0,0,0
480,1,2,"female",2,12.2875,1,0,0,0,1
481,0,2,"male",9,46.9,1,0,0,0,1
482,0,2,"male",17,0,0,0,1,0,0
483,0,2,"male",50,8.05,0,0,0,0,0
484,1,2,"female",63,9.5875,0,0,0,1,0
485,1,1,"male",25,91.0792,1,1,0,0,0
486,0,2,"female",24,25.4667,1,0,0,1,0
487,1,1,"female",35,90,1,1,0,1,0
488,0,1,"male",58,29.7,0,1,0,0,0
489,0,2,"male",30,8.05,0,0,0,0,0
490,1,2,"male",9,15.9,1,0,0,0,1
491,0,2,"male",30,19.9667,1,0,0,0,0
492,0,2,"male",21,7.25,0,0,0,0,0
493,0,1,"male",55,30.5,0,1,0,0,0
494,0,1,"male",71,49.5042,0,1,0,0,0
495,0,2,"male",21,8.05,0,0,0,0,0
496,0,2,"male",18,14.4583,0,0,0,0,0
497,1,1,"female",54,78.2667,1,1,0,1,0
498,0,2,"male",22,15.1,0,0,0,0,0
499,0,1,"female",25,151.55,1,1,0,1,0
500,0,2,"male",24,7.7958,0,0,0,0,0
501,0,2,"male",17,8.6625,0,0,0,0,0
502,0,2,"female",21,7.75,0,0,0,1,0
503,0,2,"female",28,7.6292,0,0,0,1,0
504,0,2,"female",37,9.5875,0,0,0,1,0
505,1,1,"female",16,86.5,0,1,0,0,1
506,0,1,"male",18,108.9,1,1,0,0,0
507,1,2,"female",33,26,1,0,1,1,0
508,1,1,"male",20,26.55,0,1,0,0,0
509,0,2,"male",28,22.525,0,0,0,0,0
510,1,2,"male",26,56.4958,0,0,0,0,0
511,1,2,"male",29,7.75,0,0,0,0,0
512,0,2,"male",19,8.05,0,0,0,0,0
513,1,1,"male",36,26.2875,0,1,0,0,0
514,1,1,"female",54,59.4,1,1,0,1,0
515,0,2,"male",24,7.4958,0,0,0,0,0
516,0,1,"male",47,34.0208,0,1,0,0,0
517,1,2,"female",34,10.5,0,0,1,1,0
518,0,2,"male",22,24.15,0,0,0,0,0
519,1,2,"female",36,26,1,0,1,1,0
520,0,2,"male",32,7.8958,0,0,0,0,0
521,1,1,"female",30,93.5,0,1,0,1,0
522,0,2,"male",22,7.8958,0,0,0,0,0
523,0,2,"male",22,7.225,0,0,0,0,0
524,1,1,"female",44,57.9792,1,1,0,1,0
525,0,2,"male",27,7.2292,0,0,0,0,0
526,0,2,"male",40.5,7.75,0,0,0,0,0
527,1,2,"female",50,10.5,0,0,1,1,0
528,0,1,"male",19,221.7792,0,1,0,0,0
529,0,2,"male",39,7.925,0,0,0,0,0
530,0,2,"male",23,11.5,1,0,1,0,0
531,1,2,"female",2,26,1,0,1,0,1
532,0,2,"male",24,7.2292,0,0,0,0,0
533,0,2,"male",17,7.2292,1,0,0,0,0
534,1,2,"female",14,22.3583,1,0,0,0,1
535,0,2,"female",30,8.6625,0,0,0,1,0
536,1,2,"female",7,26.25,1,0,1,0,1
537,0,1,"male",45,26.55,0,1,0,0,0
538,1,1,"female",30,106.425,0,1,0,1,0
539,0,2,"male",29,14.5,0,0,0,0,0
540,1,1,"female",22,49.5,1,1,0,1,0
541,1,1,"female",36,71,1,1,0,1,0
542,0,2,"female",9,31.275,1,0,0,0,1
543,0,2,"female",11,31.275,1,0,0,0,1
544,1,2,"male",32,26,1,0,1,0,0
545,0,1,"male",50,106.425,1,1,0,0,0
546,0,1,"male",64,26,0,1,0,0,0
547,1,2,"female",19,26,1,0,1,1,0
548,1,2,"male",14,13.8625,0,0,1,0,1
549,0,2,"male",33,20.525,1,0,0,0,0
550,1,2,"male",8,36.75,1,0,1,0,1
551,1,1,"male",17,110.8833,1,1,0,0,0
552,0,2,"male",27,26,0,0,1,0,0
553,0,2,"male",29,7.8292,0,0,0,0,0
554,1,2,"male",22,7.225,0,0,0,0,0
555,1,2,"female",22,7.775,0,0,0,1,0
556,0,1,"male",62,26.55,0,1,0,0,0
557,1,1,"female",48,39.6,1,1,0,1,0
558,0,1,"male",24,227.525,0,1,0,0,0
559,1,1,"female",39,79.65,1,1,0,1,0
560,1,2,"female",36,17.4,1,0,0,1,0
561,0,2,"male",19,7.75,0,0,0,0,0
562,0,2,"male",40,7.8958,0,0,0,0,0
563,0,2,"male",28,13.5,0,0,1,0,0
564,0,2,"male",25,8.05,0,0,0,0,0
565,0,2,"female",15,8.05,0,0,0,0,1
566,0,2,"male",24,24.15,1,0,0,0,0
567,0,2,"male",19,7.8958,0,0,0,0,0
568,0,2,"female",29,21.075,1,0,0,1,0
569,0,2,"male",20,7.2292,0,0,0,0,0
570,1,2,"male",32,7.8542,0,0,0,0,0
571,1,2,"male",62,10.5,0,0,1,0,0
572,1,1,"female",53,51.4792,1,1,0,1,0
573,1,1,"male",36,26.3875,0,1,0,0,0
574,1,2,"female",19,7.75,0,0,0,1,0
575,0,2,"male",16,8.05,0,0,0,0,1
576,0,2,"male",19,14.5,0,0,0,0,0
577,1,2,"female",34,13,0,0,1,1,0
578,1,1,"female",39,55.9,1,1,0,1,0
579,0,2,"female",18,14.4583,1,0,0,1,0
580,1,2,"male",32,7.925,0,0,0,0,0
581,1,2,"female",25,30,1,0,1,1,0
582,1,1,"female",39,110.8833,1,1,0,1,0
583,0,2,"male",54,26,0,0,1,0,0
584,0,1,"male",36,40.125,0,1,0,0,0
585,0,2,"male",19,8.7125,0,0,0,0,0
586,1,1,"female",18,79.65,1,1,0,1,0
587,0,2,"male",47,15,0,0,1,0,0
588,1,1,"male",60,79.2,1,1,0,0,0
589,0,2,"male",22,8.05,0,0,0,0,0
590,0,2,"male",26,8.05,0,0,0,0,0
591,0,2,"male",35,7.125,0,0,0,0,0
592,1,1,"female",52,78.2667,1,1,0,1,0
593,0,2,"male",47,7.25,0,0,0,0,0
594,0,2,"female",23,7.75,1,0,0,1,0
595,0,2,"male",37,26,1,0,1,0,0
596,0,2,"male",36,24.15,1,0,0,0,0
597,1,2,"female",27,33,0,0,1,1,0
598,0,2,"male",49,0,0,0,0,0,0
599,0,2,"male",29,7.225,0,0,0,0,0
600,1,1,"male",49,56.9292,1,1,0,0,0
601,1,2,"female",24,27,1,0,1,1,0
602,0,2,"male",22,7.8958,0,0,0,0,0
603,0,1,"male",16,42.4,0,1,0,0,1
604,0,2,"male",44,8.05,0,0,0,0,0
605,1,1,"male",35,26.55,0,1,0,0,0
606,0,2,"male",36,15.55,1,0,0,0,0
607,0,2,"male",30,7.8958,0,0,0,0,0
608,1,1,"male",27,30.5,0,1,0,0,0
609,1,2,"female",22,41.5792,1,0,1,1,0
610,1,1,"female",40,153.4625,0,1,0,1,0
611,0,2,"female",39,31.275,1,0,0,1,0
612,0,2,"male",17,7.05,0,0,0,0,0
613,1,2,"female",28,15.5,1,0,0,1,0
614,0,2,"male",24,7.75,0,0,0,0,0
615,0,2,"male",35,8.05,0,0,0,0,0
616,1,2,"female",24,65,1,0,1,1,0
617,0,2,"male",34,14.4,1,0,0,0,0
618,0,2,"female",26,16.1,1,0,0,1,0
619,1,2,"female",4,39,1,0,1,0,1
620,0,2,"male",26,10.5,0,0,1,0,0
621,0,2,"male",27,14.4542,1,0,0,0,0
622,1,1,"male",42,52.5542,1,1,0,0,0
623,1,2,"male",20,15.7417,1,0,0,0,0
624,0,2,"male",21,7.8542,0,0,0,0,0
625,0,2,"male",21,16.1,0,0,0,0,0
626,0,1,"male",61,32.3208,0,1,0,0,0
627,0,2,"male",57,12.35,0,0,1,0,0
628,1,1,"female",21,77.9583,0,1,0,1,0
629,0,2,"male",26,7.8958,0,0,0,0,0
630,0,2,"male",25,7.7333,0,0,0,0,0
631,1,1,"male",80,30,0,1,0,0,0
632,0,2,"male",51,7.0542,0,0,0,0,0
633,1,1,"male",32,30.5,0,1,0,0,0
634,0,1,"male",28,0,0,1,0,0,0
635,0,2,"female",9,27.9,1,0,0,0,1
636,1,2,"female",28,13,0,0,1,1,0
637,0,2,"male",32,7.925,0,0,0,0,0
638,0,2,"male",31,26.25,1,0,1,0,0
639,0,2,"female",41,39.6875,1,0,0,1,0
640,0,2,"male",24,16.1,1,0,0,0,0
641,0,2,"male",20,7.8542,0,0,0,0,0
642,1,1,"female",24,69.3,0,1,0,1,0
643,0,2,"female",2,27.9,1,0,0,0,1
644,1,2,"male",25,56.4958,0,0,0,0,0
645,1,2,"female",0.75,19.2583,1,0,0,0,1
646,1,1,"male",48,76.7292,1,1,0,0,0
647,0,2,"male",19,7.8958,0,0,0,0,0
648,1,1,"male",56,35.5,0,1,0,0,0
649,0,2,"male",24,7.55,0,0,0,0,0
650,1,2,"female",23,7.55,0,0,0,1,0
651,0,2,"male",22,7.8958,0,0,0,0,0
652,1,2,"female",18,23,1,0,1,1,0
653,0,2,"male",21,8.4333,0,0,0,0,0
654,1,2,"female",20,7.8292,0,0,0,1,0
655,0,2,"female",18,6.75,0,0,0,1,0
656,0,2,"male",24,73.5,1,0,1,0,0
657,0,2,"male",15,7.8958,0,0,0,0,1
658,0,2,"female",32,15.5,1,0,0,1,0
659,0,2,"male",23,13,0,0,1,0,0
660,0,1,"male",58,113.275,1,1,0,0,0
661,1,1,"male",50,133.65,1,1,0,0,0
662,0,2,"male",40,7.225,0,0,0,0,0
663,0,1,"male",47,25.5875,0,1,0,0,0
664,0,2,"male",36,7.4958,0,0,0,0,0
665,1,2,"male",20,7.925,1,0,0,0,0
666,0,2,"male",32,73.5,1,0,1,0,0
667,0,2,"male",25,13,0,0,1,0,0
668,0,2,"male",30,7.775,0,0,0,0,0
669,0,2,"male",43,8.05,0,0,0,0,0
670,1,1,"female",16,52,1,1,0,0,1
671,1,2,"female",40,39,1,0,1,1,0
672,0,1,"male",31,52,1,1,0,0,0
673,0,2,"male",70,10.5,0,0,1,0,0
674,1,2,"male",31,13,0,0,1,0,0
675,0,2,"male",21,0,0,0,1,0,0
676,0,2,"male",18,7.775,0,0,0,0,0
677,0,2,"male",24.5,8.05,0,0,0,0,0
678,1,2,"female",18,9.8417,0,0,0,1,0
679,0,2,"female",43,46.9,1,0,0,1,0
680,1,1,"male",36,512.3292,1,1,0,0,0
681,0,2,"female",21,8.1375,0,0,0,1,0
682,1,1,"male",27,76.7292,0,1,0,0,0
683,0,2,"male",20,9.225,0,0,0,0,0
684,0,2,"male",14,46.9,1,0,0,0,1
685,0,2,"male",60,39,1,0,1,0,0
686,0,2,"male",25,41.5792,1,0,1,0,0
687,0,2,"male",14,39.6875,1,0,0,0,1
688,0,2,"male",19,10.1708,0,0,0,0,0
689,0,2,"male",18,7.7958,0,0,0,0,0
690,1,1,"female",15,211.3375,1,1,0,0,1
691,1,1,"male",31,57,1,1,0,0,0
692,1,2,"female",4,13.4167,1,0,0,0,1
693,1,2,"male",22,56.4958,0,0,0,0,0
694,0,2,"male",25,7.225,0,0,0,0,0
695,0,1,"male",60,26.55,0,1,0,0,0
696,0,2,"male",52,13.5,0,0,1,0,0
697,0,2,"male",44,8.05,0,0,0,0,0
698,1,2,"female",15,7.7333,0,0,0,0,1
699,0,1,"male",49,110.8833,1,1,0,0,0
700,0,2,"male",42,7.65,0,0,0,0,0
701,1,1,"female",18,227.525,1,1,0,1,0
702,1,1,"male",35,26.2875,0,1,0,0,0
703,0,2,"female",18,14.4542,1,0,0,1,0
704,0,2,"male",25,7.7417,0,0,0,0,0
705,0,2,"male",26,7.8542,1,0,0,0,0
706,0,2,"male",39,26,0,0,1,0,0
707,1,2,"female",45,13.5,0,0,1,1,0
708,1,1,"male",42,26.2875,0,1,0,0,0
709,1,1,"female",22,151.55,0,1,0,1,0
710,1,2,"male",22,15.2458,1,0,0,0,0
711,1,1,"female",24,49.5042,0,1,0,1,0
712,0,1,"male",15,26.55,0,1,0,0,1
713,1,1,"male",48,52,1,1,0,0,0
714,0,2,"male",29,9.4833,0,0,0,0,0
715,0,2,"male",52,13,0,0,1,0,0
716,0,2,"male",19,7.65,0,0,0,0,0
717,1,1,"female",38,227.525,0,1,0,1,0
718,1,2,"female",27,10.5,0,0,1,1,0
719,0,2,"male",20,15.5,0,0,0,0,0
720,0,2,"male",33,7.775,0,0,0,0,0
721,1,2,"female",6,33,1,0,1,0,1
722,0,2,"male",17,7.0542,1,0,0,0,0
723,0,2,"male",34,13,0,0,1,0,0
724,0,2,"male",50,13,0,0,1,0,0
725,1,1,"male",27,53.1,1,1,0,0,0
726,0,2,"male",20,8.6625,0,0,0,0,0
727,1,2,"female",30,21,1,0,1,1,0
728,1,2,"female",15,7.7375,0,0,0,0,1
729,0,2,"male",25,26,1,0,1,0,0
730,0,2,"female",25,7.925,1,0,0,1,0
731,1,1,"female",29,211.3375,0,1,0,1,0
732,0,2,"male",11,18.7875,0,0,0,0,1
733,0,2,"male",24,0,0,0,1,0,0
734,0,2,"male",23,13,0,0,1,0,0
735,0,2,"male",23,13,0,0,1,0,0
736,0,2,"male",28.5,16.1,0,0,0,0,0
737,0,2,"female",48,34.375,1,0,0,1,0
738,1,1,"male",35,512.3292,0,1,0,0,0
739,0,2,"male",28,7.8958,0,0,0,0,0
740,0,2,"male",17,7.8958,0,0,0,0,0
741,1,1,"male",22,30,0,1,0,0,0
742,0,1,"male",36,78.85,1,1,0,0,0
743,1,1,"female",21,262.375,1,1,0,1,0
744,0,2,"male",24,16.1,1,0,0,0,0
745,1,2,"male",31,7.925,0,0,0,0,0
746,0,1,"male",70,71,1,1,0,0,0
747,0,2,"male",16,20.25,1,0,0,0,1
748,1,2,"female",30,13,0,0,1,1,0
749,0,1,"male",19,53.1,1,1,0,0,0
750,0,2,"male",31,7.75,0,0,0,0,0
751,1,2,"female",4,23,1,0,1,0,1
752,1,2,"male",6,12.475,1,0,0,0,1
753,0,2,"male",33,9.5,0,0,0,0,0
754,0,2,"male",23,7.8958,0,0,0,0,0
755,1,2,"female",48,65,1,0,1,1,0
756,1,2,"male",0.67,14.5,1,0,1,0,1
757,0,2,"male",28,7.7958,0,0,0,0,0
758,0,2,"male",18,11.5,0,0,1,0,0
759,0,2,"male",34,8.05,0,0,0,0,0
760,1,1,"female",33,86.5,0,1,0,1,0
761,0,2,"male",21,14.5,0,0,0,0,0
762,0,2,"male",41,7.125,0,0,0,0,0
763,1,2,"male",20,7.2292,0,0,0,0,0
764,1,1,"female",36,120,1,1,0,1,0
765,0,2,"male",16,7.775,0,0,0,0,1
766,1,1,"female",51,77.9583,1,1,0,1,0
767,0,1,"male",17,39.6,0,1,0,0,0
768,0,2,"female",30.5,7.75,0,0,0,1,0
769,0,2,"male",27,24.15,1,0,0,0,0
770,0,2,"male",32,8.3625,0,0,0,0,0
771,0,2,"male",24,9.5,0,0,0,0,0
772,0,2,"male",48,7.8542,0,0,0,0,0
773,0,2,"female",57,10.5,0,0,1,1,0
774,0,2,"male",29,7.225,0,0,0,0,0
775,1,2,"female",54,23,1,0,1,1,0
776,0,2,"male",18,7.75,0,0,0,0,0
777,0,2,"male",24,7.75,0,0,0,0,0
778,1,2,"female",5,12.475,0,0,0,0,1
779,0,2,"male",23,7.7375,0,0,0,0,0
780,1,1,"female",43,211.3375,1,1,0,1,0
781,1,2,"female",13,7.2292,0,0,0,0,1
782,1,1,"female",17,57,1,1,0,1,0
783,0,1,"male",29,30,0,1,0,0,0
784,0,2,"male",30,23.45,1,0,0,0,0
785,0,2,"male",25,7.05,0,0,0,0,0
786,0,2,"male",25,7.25,0,0,0,0,0
787,1,2,"female",18,7.4958,0,0,0,1,0
788,0,2,"male",8,29.125,1,0,0,0,1
789,1,2,"male",1,20.575,1,0,0,0,1
790,0,1,"male",46,79.2,0,1,0,0,0
791,0,2,"male",26,7.75,0,0,0,0,0
792,0,2,"male",16,26,0,0,1,0,1
793,0,2,"female",17,69.55,1,0,0,1,0
794,0,1,"male",18,30.6958,0,1,0,0,0
795,0,2,"male",25,7.8958,0,0,0,0,0
796,0,2,"male",39,13,0,0,1,0,0
797,1,1,"female",49,25.9292,0,1,0,1,0
798,1,2,"female",31,8.6833,0,0,0,1,0
799,0,2,"male",30,7.2292,0,0,0,0,0
800,0,2,"female",30,24.15,1,0,0,1,0
801,0,2,"male",34,13,0,0,1,0,0
802,1,2,"female",31,26.25,1,0,1,1,0
803,1,1,"male",11,120,1,1,0,0,1
804,1,2,"male",0.42,8.5167,1,0,0,0,1
805,1,2,"male",27,6.975,0,0,0,0,0
806,0,2,"male",31,7.775,0,0,0,0,0
807,0,1,"male",39,0,0,1,0,0,0
808,0,2,"female",18,7.775,0,0,0,1,0
809,0,2,"male",39,13,0,0,1,0,0
810,1,1,"female",33,53.1,1,1,0,1,0
811,0,2,"male",26,7.8875,0,0,0,0,0
812,0,2,"male",39,24.15,0,0,0,0,0
813,0,2,"male",35,10.5,0,0,1,0,0
814,0,2,"female",6,31.275,1,0,0,0,1
815,0,2,"male",30.5,8.05,0,0,0,0,0
816,0,1,"male",28,0,0,1,0,0,0
817,0,2,"female",23,7.925,0,0,0,1,0
818,0,2,"male",31,37.0042,1,0,1,0,0
819,0,2,"male",43,6.45,0,0,0,0,0
820,0,2,"male",10,27.9,1,0,0,0,1
821,1,1,"female",52,93.5,1,1,0,1,0
822,1,2,"male",27,8.6625,0,0,0,0,0
823,0,1,"male",38,0,0,1,0,0,0
824,1,2,"female",27,12.475,1,0,0,1,0
825,0,2,"male",2,39.6875,1,0,0,0,1
826,0,2,"male",25,6.95,0,0,0,0,0
827,0,2,"male",28,56.4958,0,0,0,0,0
828,1,2,"male",1,37.0042,1,0,1,0,1
829,1,2,"male",23,7.75,0,0,0,0,0
830,1,1,"female",62,80,0,1,0,1,0
831,1,2,"female",15,14.4542,1,0,0,0,1
832,1,2,"male",0.83,18.75,1,0,1,0,1
833,0,2,"male",20,7.2292,0,0,0,0,0
834,0,2,"male",23,7.8542,0,0,0,0,0
835,0,2,"male",18,8.3,0,0,0,0,0
836,1,1,"female",39,83.1583,1,1,0,1,0
837,0,2,"male",21,8.6625,0,0,0,0,0
838,0,2,"male",14,8.05,0,0,0,0,1
839,1,2,"male",32,56.4958,0,0,0,0,0
840,1,1,"male",23,29.7,0,1,0,0,0
841,0,2,"male",20,7.925,0,0,0,0,0
842,0,2,"male",16,10.5,0,0,1,0,1
843,1,1,"female",30,31,0,1,0,1,0
844,0,2,"male",34.5,6.4375,0,0,0,0,0
845,0,2,"male",17,8.6625,0,0,0,0,0
846,0,2,"male",42,7.55,0,0,0,0,0
847,0,2,"male",26,69.55,1,0,0,0,0
848,0,2,"male",35,7.8958,0,0,0,0,0
849,0,2,"male",28,33,1,0,1,0,0
850,1,1,"female",16,89.1042,1,1,0,0,1
851,0,2,"male",4,31.275,1,0,0,0,1
852,0,2,"male",74,7.775,0,0,0,0,0
853,0,2,"female",9,15.2458,1,0,0,0,1
854,1,1,"female",16,39.4,1,1,0,0,1
855,0,2,"female",44,26,1,0,1,1,0
856,1,2,"female",18,9.35,1,0,0,1,0
857,1,1,"female",45,164.8667,1,1,0,1,0
858,1,1,"male",51,26.55,0,1,0,0,0
859,1,2,"female",24,19.2583,1,0,0,1,0
860,0,2,"male",20,7.2292,0,0,0,0,0
861,0,2,"male",41,14.1083,1,0,0,0,0
862,0,2,"male",21,11.5,1,0,1,0,0
863,1,1,"female",48,25.9292,0,1,0,1,0
864,0,2,"female",29,69.55,1,0,0,1,0
865,0,2,"male",24,13,0,0,1,0,0
866,1,2,"female",42,13,0,0,1,1,0
867,1,2,"female",27,13.8583,1,0,1,1,0
868,0,1,"male",31,50.4958,0,1,0,0,0
869,0,2,"male",22,9.5,0,0,0,0,0
870,1,2,"male",4,11.1333,1,0,0,0,1
871,0,2,"male",26,7.8958,0,0,0,0,0
872,1,1,"female",47,52.5542,1,1,0,1,0
873,0,1,"male",33,5,0,1,0,0,0
874,0,2,"male",47,9,0,0,0,0,0
875,1,2,"female",28,24,1,0,1,1,0
876,1,2,"female",15,7.225,0,0,0,0,1
877,0,2,"male",20,9.8458,0,0,0,0,0
878,0,2,"male",19,7.8958,0,0,0,0,0
