"PassengerId","Survived","Age","Fare","has_family_member","pclass_1","pclass_2","person_female","person_child"
661,1,50,133.65,1,1,0,0,0
662,0,40,7.225,0,0,0,0,0
663,0,47,25.5875,0,1,0,0,0
664,0,36,7.4958,0,0,0,0,0
665,1,20,7.925,1,0,0,0,0
666,0,32,73.5,1,0,1,0,0
667,0,25,13,0,0,1,0,0
668,0,14,7.775,0,0,0,0,1
669,0,43,8.05,0,0,0,0,0
670,1,27,52,1,1,0,1,0
671,1,40,39,1,0,1,1,0
672,0,31,52,1,1,0,0,0
673,0,70,10.5,0,0,1,0,0
674,1,31,13,0,0,1,0,0
675,0,27,0,0,0,1,0,0
676,0,18,7.775,0,0,0,0,0
677,0,24.5,8.05,0,0,0,0,0
678,1,18,9.8417,0,0,0,1,0
679,0,43,46.9,1,0,0,1,0
680,1,36,512.3292,1,1,0,0,0
681,0,21,8.1375,0,0,0,1,0
682,1,27,76.7292,0,1,0,0,0
683,0,20,9.225,0,0,0,0,0
684,0,14,46.9,1,0,0,0,1
685,0,60,39,1,0,1,0,0
686,0,25,41.5792,1,0,1,0,0
687,0,14,39.6875,1,0,0,0,1
688,0,19,10.1708,0,0,0,0,0
689,0,18,7.7958,0,0,0,0,0
690,1,15,211.3375,1,1,0,0,1
691,1,31,57,1,1,0,0,0
692,1,4,13.4167,1,0,0,0,1
693,1,24,56.4958,0,0,0,0,0
694,0,25,7.225,0,0,0,0,0
695,0,60,26.55,0,1,0,0,0
696,0,52,13.5,0,0,1,0,0
697,0,44,8.05,0,0,0,0,0
698,1,17,7.7333,0,0,0,1,0
699,0,49,110.8833,1,1,0,0,0
700,0,42,7.65,0,0,0,0,0
701,1,18,227.525,1,1,0,1,0
702,1,35,26.2875,0,1,0,0,0
703,0,18,14.4542,1,0,0,1,0
704,0,25,7.7417,0,0,0,0,0
705,0,26,7.8542,1,0,0,0,0
706,0,39,26,0,0,1,0,0
707,1,45,13.5,0,0,1,1,0
708,1,42,26.2875,0,1,0,0,0
709,1,22,151.55,0,1,0,1,0
710,1,28,15.2458,1,0,0,0,0
711,1,24,49.5042,0,1,0,1,0
712,0,21,26.55,0,1,0,0,0
713,1,48,52,1,1,0,0,0
714,0,29,9.4833,0,0,0,0,0
715,0,52,13,0,0,1,0,0
716,0,19,7.65,0,0,0,0,0
717,1,38,227.525,0,1,0,1,0
718,1,27,10.5,0,0,1,1,0
719,0,28,15.5,0,0,0,0,0
720,0,33,7.775,0,0,0,0,0
721,1,6,33,1,0,1,0,1
722,0,17,7.0542,1,0,0,0,0
723,0,34,13,0,0,1,0,0
724,0,50,13,0,0,1,0,0
725,1,27,53.1,1,1,0,0,0
726,0,20,8.6625,0,0,0,0,0
727,1,30,21,1,0,1,1,0
728,1,26,7.7375,0,0,0,1,0
729,0,25,26,1,0,1,0,0
730,0,25,7.925,1,0,0,1,0
731,1,29,211.3375,0,1,0,1,0
732,0,11,18.7875,0,0,0,0,1
733,0,22,0,0,0,1,0,0
734,0,23,13,0,0,1,0,0
735,0,23,13,0,0,1,0,0
736,0,28.5,16.1,0,0,0,0,0
737,0,48,34.375,1,0,0,1,0
738,1,35,512.3292,0,1,0,0,0
739,0,20,7.8958,0,0,0,0,0
740,0,30,7.8958,0,0,0,0,0
741,1,26,30,0,1,0,0,0
742,0,36,78.85,1,1,0,0,0
743,1,21,262.375,1,1,0,1,0
744,0,24,16.1,1,0,0,0,0
745,1,31,7.925,0,0,0,0,0
746,0,70,71,1,1,0,0,0
747,0,16,20.25,1,0,0,0,1
748,1,30,13,0,0,1,1,0
749,0,19,53.1,1,1,0,0,0
750,0,31,7.75,0,0,0,0,0
751,1,4,23,1,0,1,0,1
752,1,6,12.475,1,0,0,0,1
753,0,33,9.5,0,0,0,0,0
754,0,23,7.8958,0,0,0,0,0
755,1,48,65,1,0,1,1,0
756,1,0.67,14.5,1,0,1,0,1
757,0,28,7.7958,0,0,0,0,0
758,0,18,11.5,0,0,1,0,0
759,0,34,8.05,0,0,0,0,0
760,1,33,86.5,0,1,0,1,0
761,0,22,14.5,0,0,0,0,0
762,0,41,7.125,0,0,0,0,0
763,1,20,7.2292,0,0,0,0,0
764,1,36,120,1,1,0,1,0
765,0,16,7.775,0,0,0,0,1
766,1,51,77.9583,1,1,0,1,0
767,0,24,39.6,0,1,0,0,0
768,0,30.5,7.75,0,0,0,1,0
769,0,16,24.15,1,0,0,0,1
770,0,32,8.3625,0,0,0,0,0
771,0,24,9.5,0,0,0,0,0
772,0,48,7.8542,0,0,0,0,0
773,0,57,10.5,0,0,1,1,0
774,0,24,7.225,0,0,0,0,0
775,1,54,23,1,0,1,1,0
776,0,18,7.75,0,0,0,0,0
777,0,27,7.75,0,0,0,0,0
778,1,5,12.475,0,0,0,0,1
779,0,18,7.7375,0,0,0,0,0
780,1,43,211.3375,1,1,0,1,0
781,1,13,7.2292,0,0,0,0,1
782,1,17,57,1,1,0,1,0
783,0,29,30,0,1,0,0,0
784,0,26,23.45,1,0,0,0,0
785,0,25,7.05,0,0,0,0,0
786,0,25,7.25,0,0,0,0,0
787,1,18,7.4958,0,0,0,1,0
788,0,8,29.125,1,0,0,0,1
789,1,1,20.575,1,0,0,0,1
790,0,46,79.2,0,1,0,0,0
791,0,24,7.75,0,0,0,0,0
792,0,16,26,0,0,1,0,1
793,0,27,69.55,1,0,0,1,0
794,0,22,30.6958,0,1,0,0,0
795,0,25,7.8958,0,0,0,0,0
796,0,39,13,0,0,1,0,0
797,1,49,25.9292,0,1,0,1,0
798,1,31,8.6833,0,0,0,1,0
799,0,30,7.2292,0,0,0,0,0
800,0,30,24.15,1,0,0,1,0
801,0,34,13,0,0,1,0,0
802,1,31,26.25,1,0,1,1,0
803,1,11,120,1,1,0,0,1
804,1,0.42,8.5167,1,0,0,0,1
805,1,27,6.975,0,0,0,0,0
806,0,31,7.775,0,0,0,0,0
807,0,39,0,0,1,0,0,0
808,0,18,7.775,0,0,0,1,0
809,0,39,13,0,0,1,0,0
810,1,33,53.1,1,1,0,1,0
811,0,26,7.8875,0,0,0,0,0
812,0,39,24.15,0,0,0,0,0
813,0,35,10.5,0,0,1,0,0
814,0,6,31.275,1,0,0,0,1
815,0,30.5,8.05,0,0,0,0,0
816,0,26,0,0,1,0,0,0
817,0,23,7.925,0,0,0,1,0
818,0,31,37.0042,1,0,1,0,0
819,0,43,6.45,0,0,0,0,0
820,0,10,27.9,1,0,0,0,1
821,1,52,93.5,1,1,0,1,0
822,1,27,8.6625,0,0,0,0,0
823,0,38,0,0,1,0,0,0
824,1,27,12.475,1,0,0,1,0
825,0,2,39.6875,1,0,0,0,1
826,0,24,6.95,0,0,0,0,0
827,0,29,56.4958,0,0,0,0,0
828,1,1,37.0042,1,0,1,0,1
829,1,30,7.75,0,0,0,0,0
830,1,62,80,0,1,0,1,0
831,1,15,14.4542,1,0,0,0,1
832,1,0.83,18.75,1,0,1,0,1
833,0,26,7.2292,0,0,0,0,0
834,0,23,7.8542,0,0,0,0,0
835,0,18,8.3,0,0,0,0,0
836,1,39,83.1583,1,1,0,1,0
837,0,21,8.6625,0,0,0,0,0
838,0,28,8.05,0,0,0,0,0
839,1,32,56.4958,0,0,0,0,0
840,1,27,29.7,0,1,0,0,0
841,0,20,7.925,0,0,0,0,0
842,0,16,10.5,0,0,1,0,1
843,1,30,31,0,1,0,1,0
844,0,34.5,6.4375,0,0,0,0,0
845,0,17,8.6625,0,0,0,0,0
846,0,42,7.55,0,0,0,0,0
847,0,17,69.55,1,0,0,0,0
848,0,35,7.8958,0,0,0,0,0
849,0,28,33,1,0,1,0,0
850,1,20,89.1042,1,1,0,1,0
851,0,4,31.275,1,0,0,0,1
852,0,74,7.775,0,0,0,0,0
853,0,9,15.2458,1,0,0,0,1
854,1,16,39.4,1,1,0,0,1
855,0,44,26,1,0,1,1,0
856,1,18,9.35,1,0,0,1,0
857,1,45,164.8667,1,1,0,1,0
858,1,51,26.55,0,1,0,0,0
859,1,24,19.2583,1,0,0,1,0
860,0,24,7.2292,0,0,0,0,0
861,0,41,14.1083,1,0,0,0,0
862,0,21,11.5,1,0,1,0,0
863,1,48,25.9292,0,1,0,1,0
864,0,21,69.55,1,0,0,1,0
865,0,24,13,0,0,1,0,0
866,1,42,13,0,0,1,1,0
867,1,27,13.8583,1,0,1,1,0
868,0,31,50.4958,0,1,0,0,0
869,0,25,9.5,0,0,0,0,0
870,1,4,11.1333,1,0,0,0,1
871,0,26,7.8958,0,0,0,0,0
872,1,47,52.5542,1,1,0,1,0
873,0,33,5,0,1,0,0,0
874,0,47,9,0,0,0,0,0
875,1,28,24,1,0,1,1,0
876,1,15,7.225,0,0,0,0,1
877,0,20,9.8458,0,0,0,0,0
878,0,19,7.8958,0,0,0,0,0
879,0,15,7.8958,0,0,0,0,1
880,1,56,83.1583,1,1,0,1,0
881,1,25,26,1,0,1,1,0
882,0,33,7.8958,0,0,0,0,0
883,0,22,10.5167,0,0,0,1,0
884,0,28,10.5,0,0,1,0,0
885,0,25,7.05,0,0,0,0,0
886,0,39,29.125,1,0,0,1,0
887,0,27,13,0,0,1,0,0
888,1,19,30,0,1,0,1,0
889,0,20,23.45,1,0,0,1,0
890,1,26,30,0,1,0,0,0
891,0,32,7.75,0,0,0,0,0
892,0,34.5,7.8292,0,0,0,0,0
893,1,47,7,1,0,0,1,0
894,0,62,9.6875,0,0,1,0,0
895,0,27,8.6625,0,0,0,0,0
896,1,22,12.2875,1,0,0,1,0
897,1,14,9225,0,0,0,0,1
898,0,30,7.6292,0,0,0,1,0
899,1,26,29,1,0,1,0,0
900,1,18,7.2292,0,0,0,1,0
901,0,21,24.15,1,0,0,0,0
902,0,25,7.8958,0,0,0,0,0
903,0,46,26,0,1,0,0,0
904,1,23,82.2667,1,1,0,1,0
905,0,63,26,1,0,1,0,0
906,1,47,61175,1,1,0,1,0
907,1,24,27.7208,1,0,1,1,0
908,0,35,12.35,0,0,1,0,0
909,0,21,7225,0,0,0,0,0
910,0,27,7925,1,0,0,1,0
911,1,45,7225,0,0,0,1,0
912,0,55,59.4,1,1,0,0,0
913,1,9,3.1708,1,0,0,0,1
914,1,25,31.6833,0,1,0,1,0
915,1,21,61.3792,1,1,0,0,0
916,1,48,262375,1,1,0,1,0
917,0,50,14.5,1,0,0,0,0
918,1,22,61.9792,1,1,0,1,0
919,0,22.5,7225,0,0,0,0,0
920,0,41,30.5,0,1,0,0,0
921,0,30,21.6792,1,0,0,0,0
922,0,50,26,1,0,1,0,0
923,0,24,31.5,1,0,1,0,0
924,1,33,20575,1,0,0,1,0
925,0,20,23.45,1,0,0,1,0
926,1,30,57.75,1,1,0,0,0
927,0,18.5,7.2292,0,0,0,0,0
928,1,17,8.05,0,0,0,1,0
929,0,21,8.6625,0,0,0,1,0
930,1,25,9.5,0,0,0,0,0
931,1,23,56.4958,0,0,0,0,0
932,1,39,13.4167,1,0,0,0,0
933,0,27,26.55,0,1,0,0,0
934,0,41,7.85,0,0,0,0,0
935,0,30,13,0,0,1,1,0
936,1,45,52.5542,1,1,0,1,0
937,0,25,7925,0,0,0,0,0
938,1,45,29.7,0,1,0,0,0
939,0,14,7.75,0,0,0,0,1
940,1,60,76.2917,0,1,0,1,0
941,1,36,15.9,1,0,0,1,0
942,0,24,60,1,1,0,0,0
943,0,27,15.0333,0,0,1,0,0
944,1,20,23,1,0,1,1,0
945,1,28,263,1,1,0,1,0
946,0,18,15.5792,0,0,1,0,0
947,0,10,29125,1,0,0,0,1
948,0,35,7.8958,0,0,0,0,0
949,1,25,7.65,0,0,0,0,0
950,0,17,16.1,1,0,0,0,0
951,1,36,262375,0,1,0,1,0
952,0,17,7.8958,0,0,0,0,0
953,0,32,13.5,0,0,1,0,0
954,0,18,7.75,0,0,0,0,0
955,1,22,7725,0,0,0,1,0
956,1,13,262375,1,1,0,0,1
957,0,28,21,0,0,1,1,0
958,0,18,7.8792,0,0,0,1,0
959,0,47,42.4,0,1,0,0,0
960,1,31,28.5375,0,1,0,0,0
961,1,60,263,1,1,0,1,0
962,1,24,7.75,0,0,0,1,0
963,0,21,7.8958,0,0,0,0,0
964,0,29,7925,0,0,0,1,0
965,0,28.5,27.7208,0,1,0,0,0
966,1,35,211.5,0,1,0,1,0
967,0,32.5,211.5,0,1,0,0,0
968,0,16,8.05,0,0,0,0,1
969,1,55,25.7,1,1,0,1,0
970,0,30,13,0,0,1,0,0
971,0,24,7.75,0,0,0,1,0
972,0,6,15.2458,1,0,0,0,1
973,0,67,221.7792,1,1,0,0,0
974,0,49,26,0,1,0,0,0
975,0,15,7.8958,0,0,0,0,1
976,0,24,10.7083,0,0,1,0,0
977,0,26,14.4542,1,0,0,0,0
978,0,27,7.8792,0,0,0,1,0
979,1,18,8.05,0,0,0,1,0
980,0,16,7.75,0,0,0,0,1
981,1,2,23,1,0,1,0,1
982,1,22,13.9,1,0,0,1,0
983,0,23,7775,0,0,0,0,0
984,1,27,52,1,1,0,1,0
985,0,23,8.05,0,0,0,0,0
986,0,25,26,0,1,0,0,0
987,1,25,7.7958,0,0,0,0,0
988,1,76,78.85,1,1,0,1,0
989,0,29,7925,0,0,0,0,0
990,0,20,7.8542,0,0,0,1,0
991,0,33,8.05,0,0,0,0,0
992,1,43,55.4417,1,1,0,1,0
993,0,27,26,1,0,1,0,0
994,0,24,7.75,0,0,0,0,0
995,1,26,7775,0,0,0,0,0
996,1,16,8.5167,1,0,0,0,1
997,0,28,22525,0,0,0,0,0
998,1,21,7.8208,0,0,0,0,0
999,1,16,7.75,0,0,0,0,1
1000,0,16,8.7125,0,0,0,0,1
1001,0,18.5,13,0,0,1,0,0
1002,0,41,15.0458,0,0,1,0,0
1003,1,26,7.7792,0,0,0,1,0
1004,0,36,31.6792,0,1,0,1,0
1005,0,18.5,7.2833,0,0,0,1,0
1006,0,63,221.7792,1,1,0,1,0
1007,0,18,14.4542,1,0,0,0,0
1008,0,27,6.4375,0,0,0,0,0
1009,1,1,16.7,1,0,0,0,1
1010,0,36,75.2417,0,1,0,0,0
1011,0,29,26,1,0,1,1,0
1012,1,12,15.75,0,0,1,0,1
1013,0,28,7.75,1,0,0,0,0
1014,1,35,57.75,1,1,0,1,0
1015,0,28,7.25,0,0,0,0,0
1016,1,18,7.75,0,0,0,0,0
1017,1,17,16.1,1,0,0,1,0
1018,0,22,7.7958,0,0,0,0,0
1019,1,26,23.25,1,0,0,1,0
1020,0,42,13,0,0,1,0,0
1021,0,24,8.05,0,0,0,0,0
1022,0,32,8.05,0,0,0,0,0
1023,1,53,28.5,0,1,0,0,0
1024,0,24,25.4667,1,0,0,1,0
1025,0,14,6.4375,1,0,0,0,1
1026,0,43,7.8958,0,0,0,0,0
1027,0,24,7.8542,0,0,0,0,0
1028,0,26.5,7225,0,0,0,0,0
1029,0,26,13,0,0,1,0,0
1030,1,23,8.05,0,0,0,1,0
1031,0,40,46.9,1,0,0,0,0
1032,0,10,46.9,1,0,0,0,1
1033,1,33,151.55,0,1,0,1,0
1034,0,61,262375,1,1,0,0,0
1035,0,28,26,0,0,1,0,0
1036,0,42,26.55,0,1,0,0,0
1037,0,31,18,1,0,0,0,0
1038,0,23,51.8625,0,1,0,0,0
1039,0,22,8.05,0,0,0,0,0
1040,0,25,26.55,0,1,0,0,0
1041,0,30,26,1,0,1,0,0
1042,1,23,83.1583,1,1,0,1,0
1043,0,27,7.8958,0,0,0,0,0
1045,0,36,12.1833,1,0,0,1,0
1046,0,13,31.3875,1,0,0,0,1
1047,1,24,7.55,0,0,0,0,0
1048,1,29,221.7792,0,1,0,1,0
1049,1,23,7.8542,0,0,0,1,0
1050,0,42,26.55,0,1,0,0,0
1051,0,26,13775,1,0,0,1,0
1052,1,27,7.7333,0,0,0,1,0
1053,1,7,15.2458,1,0,0,0,1
1054,1,26,13.5,0,0,1,1,0
1055,0,14,7,0,0,0,0,1
1056,0,41,13,0,0,1,0,0
1057,1,26,22025,1,0,0,1,0
1058,0,48,50.4958,0,1,0,0,0
1059,0,18,34375,1,0,0,0,0
1060,1,25,27.7208,0,1,0,1,0
1061,1,22,8.9625,0,0,0,1,0
1062,0,17,7.55,0,0,0,0,0
1063,0,27,7225,0,0,0,0,0
1064,0,23,13.9,1,0,0,0,0
1065,0,23,7.2292,0,0,0,0,0
1066,0,40,31.3875,1,0,0,0,0
1067,1,15,39,1,0,1,0,1
1068,1,20,36.75,0,0,1,1,0
1069,1,54,55.4417,1,1,0,0,0
1070,1,36,39,1,0,1,1,0
1071,1,64,83.1583,1,1,0,1,0
1072,0,30,13,0,0,1,0,0
1073,0,37,83.1583,1,1,0,0,0
1074,1,18,53.1,1,1,0,1,0
1075,0,22,7.75,0,0,0,0,0
1076,1,27,247.5208,1,1,0,1,0
1077,0,40,16,0,0,1,0,0
1078,1,21,21,1,0,1,1,0
1079,0,17,8.05,1,0,0,0,0
1080,0,23,69.55,1,0,0,1,0
1081,0,40,13,0,0,1,0,0
1082,0,34,26,1,0,1,0,0
1083,1,28,26,0,1,0,0,0
1084,0,11.5,14.5,1,0,0,0,1
1085,0,61,12.35,0,0,1,0,0
1086,1,8,32.5,1,0,1,0,1
1087,0,33,7.8542,0,0,0,0,0
1088,1,6,134.5,1,1,0,0,1
1089,1,18,7775,0,0,0,1,0
1090,0,23,10.5,0,0,1,0,0
1091,0,20,8.1125,0,0,0,1,0
1092,1,14,15.5,0,0,0,0,1
1093,0,0.33,14.4,1,0,0,0,1
1094,0,47,227525,1,1,0,0,0
1095,1,8,26,1,0,1,0,1
1096,0,25,10.5,0,0,1,0,0
1097,1,22,25.7417,0,1,0,0,0
1098,0,35,7.75,0,0,0,1,0
1099,1,24,10.5,0,0,1,0,0
1100,1,33,27.7208,0,1,0,1,0
1101,0,25,7.8958,0,0,0,0,0
1102,0,32,22525,0,0,0,0,0
1103,1,14,7.05,0,0,0,0,1
1104,0,17,73.5,0,0,1,0,0
1105,0,60,26,1,0,1,1,0
1106,0,38,7775,1,0,0,1,0
1107,0,42,42.5,0,1,0,0,0
1108,0,24,7.8792,0,0,0,1,0
1109,0,57,164.8667,1,1,0,0,0
1110,1,50,211.5,1,1,0,1,0
1111,0,15,8.05,0,0,0,0,1
1112,1,30,13.8583,1,0,1,1,0
1113,0,21,8.05,0,0,0,0,0
1114,1,22,10.5,0,0,1,1,0
1115,1,21,7.7958,0,0,0,0,0
1116,1,53,27.4458,0,1,0,1,0
1117,1,16,15.2458,1,0,0,0,1
1118,1,23,7.7958,0,0,0,0,0
1119,0,16,7.75,0,0,0,0,1
1120,0,40.5,15.1,0,0,0,0,0
1121,0,36,13,0,0,1,0,0
1122,0,14,65,0,0,1,0,1
1123,1,21,26.55,0,1,0,1,0
1124,0,21,6.4958,1,0,0,0,0
1125,0,23,7.8792,0,0,0,0,0
1126,0,39,71.2833,1,1,0,0,0
1127,0,20,7.8542,0,0,0,0,0
1128,0,64,75.25,1,1,0,0,0
1129,0,20,7225,0,0,0,0,0
1130,0,18,13,1,0,1,1,0
1131,1,48,106425,1,1,0,1,0
1132,1,55,27.7208,0,1,0,1,0
1133,1,45,30,1,0,1,1,0
1134,1,45,134.5,1,1,0,0,0
1135,1,30,7.8875,0,0,0,0,0
1136,0,15,23.45,1,0,0,0,1
1137,0,41,51.8625,1,1,0,0,0
1138,0,22,21,0,0,1,1,0
1139,0,42,32.5,1,0,1,0,0
1140,1,29,26,1,0,1,1,0
1141,0,19,14.4542,1,0,0,1,0
1142,1,0.92,27.75,1,0,1,0,1
1143,1,20,7925,0,0,0,0,0
1144,0,27,136.7792,1,1,0,0,0
1145,0,24,9325,0,0,0,0,0
1146,0,32.5,9.5,0,0,0,0,0
1147,0,30,7.55,0,0,0,0,0
1148,0,15,7.75,0,0,0,0,1
1149,0,28,8.05,0,0,0,0,0
1150,1,19,13,0,0,1,1,0
1151,1,21,7775,0,0,0,0,0
1152,1,36.5,17.4,1,0,0,0,0
1153,0,21,7.8542,0,0,0,0,0
1154,1,29,23,1,0,1,1,0
1155,0,1,12.1833,1,0,0,0,1
1156,1,30,12.7375,0,0,1,0,0
1157,0,17,7.8958,0,0,0,0,0
1158,0,16,0,0,1,0,0,1
1159,0,16,7.55,0,0,0,0,1
1160,1,26,8.05,0,0,0,1,0
1161,0,17,8.6625,0,0,0,0,0
1162,0,46,75.2417,0,1,0,0,0
1163,0,25,7.75,0,0,0,0,0
1164,1,26,136.7792,1,1,0,1,0
1165,0,19,15.5,1,0,0,1,0
1166,0,16,7225,0,0,0,0,1
1167,1,20,26,1,0,1,1,0
1168,0,28,10.5,0,0,1,0,0
1169,0,40,26,1,0,1,0,0
1170,0,30,21,1,0,1,0,0
1171,1,22,10.5,0,0,1,0,0
1172,0,23,8.6625,0,0,0,1,0
1173,0,0.75,13775,1,0,0,0,1
1174,0,30,7.75,0,0,0,1,0
1175,1,9,15.2458,1,0,0,0,1
1176,0,2,20.2125,1,0,0,0,1
1177,0,36,7.25,0,0,0,0,0
1178,0,21,7.25,0,0,0,0,0
1179,1,24,82.2667,1,1,0,0,0
1180,0,22,7.2292,0,0,0,0,0
1181,0,18,8.05,0,0,0,0,0
1182,1,19,39.6,0,1,0,0,0
1183,1,30,6.95,0,0,0,1,0
1184,0,21,7.2292,0,0,0,0,0
1185,1,53,81.8583,1,1,0,0,0
1186,0,36,9.5,0,0,0,0,0
1187,0,26,7.8958,0,0,0,0,0
1188,1,1,41.5792,1,0,1,0,1
1189,0,14,21.6792,1,0,0,0,1
1190,0,30,45.5,0,1,0,0,0
1191,0,29,7.8542,0,0,0,0,0
1192,1,32,7775,0,0,0,0,0
1193,0,22,15.0458,0,0,1,0,0
1194,0,43,21,1,0,1,0,0
1195,0,24,8.6625,0,0,0,0,0
1196,1,20,7.75,0,0,0,1,0
1197,1,64,26.55,1,1,0,1,0
1198,0,30,151.55,1,1,0,0,0
1199,1,0.83,9.35,1,0,0,0,1
1200,0,55,93.5,1,1,0,0,0
1201,1,45,14.1083,1,0,0,1,0
1202,0,18,8.6625,0,0,0,0,0
1203,1,22,7225,0,0,0,0,0
1204,0,28,7575,0,0,0,0,0
1205,0,37,7.75,0,0,0,1,0
1206,1,55,135.6333,0,1,0,1,0
1207,0,17,7.7333,0,0,0,1,0
1208,0,57,146.5208,1,1,0,0,0
1209,0,19,10.5,0,0,1,0,0
1210,0,27,7.8542,0,0,0,0,0
1211,0,22,31.5,1,0,1,0,0
1212,0,26,7775,0,0,0,0,0
1213,1,25,7.2292,0,0,0,0,0
1214,0,26,13,0,0,1,0,0
1215,0,33,26.55,0,1,0,0,0
1216,1,39,211.3375,0,1,0,1,0
1217,0,23,7.05,0,0,0,0,0
1218,1,12,39,1,0,1,0,1
1219,0,46,79.2,0,1,0,0,0
1220,0,29,26,1,0,1,0,0
1221,0,21,13,0,0,1,0,0
1222,1,48,36.75,1,0,1,1,0
1223,0,39,29.7,0,1,0,0,0
1224,0,18,7225,0,0,0,0,0
1225,1,19,15.7417,1,0,0,1,0
1226,0,27,7.8958,0,0,0,0,0
1227,0,30,26,0,1,0,0,0
1228,0,32,13,0,0,1,0,0
1229,0,39,7.2292,1,0,0,0,0
1230,0,25,31.5,0,0,1,0,0
1231,0,19,7.2292,0,0,0,0,0
1232,0,18,10.5,0,0,1,0,0
1233,1,32,7.5792,0,0,0,0,0
1234,0,24,69.55,1,0,0,0,0
1235,1,58,512.3292,1,1,0,1,0
1236,0,17,14.5,1,0,0,0,0
1237,1,16,7.65,0,0,0,0,1
1238,0,26,13,0,0,1,0,0
1239,1,38,7.2292,0,0,0,1,0
1240,0,24,13.5,0,0,1,0,0
1241,1,31,21,0,0,1,1,0
1242,1,45,63.3583,1,1,0,1,0
1243,0,25,10.5,0,0,1,0,0
1244,0,18,73.5,0,0,1,0,0
1245,0,49,65,1,0,1,0,0
1246,1,0.17,20575,1,0,0,0,1
1247,0,50,26,0,1,0,0,0
1248,1,59,51.4792,1,1,0,1,0
1249,0,23,7.8792,0,0,0,0,0
1250,1,26,7.75,0,0,0,0,0
1251,0,30,15.55,1,0,0,1,0
1252,0,14.5,69.55,1,0,0,0,1
1253,1,24,37.0042,1,0,1,1,0
1254,1,31,21,0,0,1,1,0
1255,0,27,8.6625,0,0,0,0,0
1256,1,25,55.4417,1,1,0,1,0
1257,0,15,69.55,1,0,0,0,1
1258,0,24,14.4583,1,0,0,0,0
1259,0,22,39.6875,0,0,0,1,0
1260,1,45,59.4,1,1,0,1,0
1261,1,29,13.8583,0,0,1,0,0
1262,0,21,11.5,1,0,1,0,0
1263,1,31,134.5,0,1,0,1,0
1264,1,49,0,0,1,0,0,0
1265,0,44,13,0,0,1,0,0
1266,1,54,81.8583,1,1,0,1,0
1267,1,45,262375,0,1,0,1,0
1268,0,22,8.6625,1,0,0,1,0
1269,0,21,11.5,0,0,1,0,0
1270,0,55,50,0,1,0,0,0
1271,0,5,31.3875,1,0,0,0,1
1272,0,28,7.75,0,0,0,0,0
1273,0,26,7.8792,0,0,0,0,0
1274,0,25,14.5,0,0,0,1,0
1275,0,19,16.1,1,0,0,1,0
1276,0,30,12875,0,0,1,0,0
1277,1,24,65,1,0,1,1,0
1278,0,24,7775,0,0,0,0,0
1279,0,57,13,0,0,1,0,0
1280,0,21,7.75,0,0,0,0,0
1281,0,6,21075,1,0,0,0,1
1282,0,23,93.5,0,1,0,0,0
1283,1,51,39.4,1,1,0,1,0
1284,0,13,20.25,1,0,0,0,1
1285,0,47,10.5,0,0,1,0,0
1286,1,29,22025,1,0,0,0,0
1287,1,18,60,1,1,0,1,0
1288,0,24,7.25,0,0,0,0,0
1289,1,48,79.2,1,1,0,1,0
1290,0,22,7775,0,0,0,0,0
1291,0,31,7.7333,0,0,0,0,0
1292,1,30,164.8667,0,1,0,1,0
1293,0,38,21,1,0,1,0,0
1294,1,22,59.4,1,1,0,1,0
1295,0,17,47.1,0,1,0,0,0
1296,1,43,27.7208,1,1,0,0,0
1297,1,20,13.8625,0,0,1,0,0
1298,0,23,10.5,1,0,1,0,0
1299,0,50,211.5,1,1,0,0,0
1300,1,22,7.7208,0,0,0,1,0
1301,0,3,13775,1,0,0,0,1
1302,0,25,7.75,0,0,0,1,0
1303,1,37,90,1,1,0,1,0
1304,0,28,7775,0,0,0,1,0
1305,0,18,8.05,0,0,0,0,0
1306,1,39,108.9,0,1,0,1,0
1307,0,38.5,7.25,0,0,0,0,0
1308,0,29,8.05,0,0,0,0,0
1309,1,27,22.3583,1,0,0,0,0
